Name,NumCells,NumActive,NumInactive,FractionActive,FractionInactive,Parameters
A - 10(fld 10 wv Cy3 - Cy3),11,8,3,0.7272727272727273,0.2727272727272727,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 11 wv Cy3 - Cy3),29,15,14,0.5172413793103449,0.4827586206896552,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 12 wv Cy3 - Cy3),49,13,36,0.2653061224489796,0.7346938775510204,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 13 wv Cy3 - Cy3),75,21,54,0.28,0.72,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 14 wv Cy3 - Cy3),0,0,0,NaN,NaN,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 15 wv Cy3 - Cy3),13,5,8,0.38461538461538464,0.6153846153846154,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 16 wv Cy3 - Cy3),18,12,6,0.6666666666666666,0.3333333333333333,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 17 wv Cy3 - Cy3),23,10,13,0.43478260869565216,0.5652173913043478,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 18 wv Cy3 - Cy3),36,17,19,0.4722222222222222,0.5277777777777778,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 19 wv Cy3 - Cy3),47,15,32,0.3191489361702128,0.6808510638297872,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 20 wv Cy3 - Cy3),74,11,63,0.14864864864864866,0.8513513513513513,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 21 wv Cy3 - Cy3),0,0,0,NaN,NaN,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 22 wv Cy3 - Cy3),12,9,3,0.75,0.25,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 23 wv Cy3 - Cy3),22,9,13,0.4090909090909091,0.5909090909090909,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 24 wv Cy3 - Cy3),10,6,4,0.6,0.4,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 25 wv Cy3 - Cy3),39,16,23,0.41025641025641024,0.5897435897435898,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
